병원명,시도,시군구,읍면동
선한이웃치과의원,부산광역시,부산진구,중앙대로
성화식구강악안면외과치과의원,부산광역시,동래구,사직동
안주영치과의원,부산광역시,동래구,안락동
늘푸른미소치과의원,부산광역시,동래구,금강공원로
정인섭치과의원,부산광역시,동래구,금강로
김병민치과의원,부산광역시,동래구,충렬대로
미치과의원,부산광역시,동래구,사직북로
재원치과의원,부산광역시,동래구,여고북로
우리동래치과의원,부산광역시,동래구,온천동
365안락한치과의원,부산광역시,동래구,안락동
이룸치과의원,부산광역시,동래구,사직동
럭키치과의원,부산광역시,동래구,온천동
바른치과의원,부산광역시,동래구,온천동
연세온치과의원,부산광역시,동래구,온천장로
온정치과의원,부산광역시,동래구,안락동
이플러스치과의원,부산광역시,동래구,온천동
김남희치과의원,부산광역시,동래구,충렬대로
편한치과의원,부산광역시,동래구,명장동
바른플란트치과의원,부산광역시,동래구,온천동
동래센트럴치과의원,부산광역시,동래구,낙민동
배현성치과의원,부산광역시,동래구,충렬대로
이상봉치과의원,부산광역시,동래구,중앙대로1473번길
양무도치과의원,부산광역시,동래구,명륜동
예플러스치과의원,부산광역시,동래구,사직로
김유광치과의원,부산광역시,동래구,명안로86번길
박세운치과의원,부산광역시,동래구,충렬대로182번길
김종윤치과의원,부산광역시,동래구,반송로240번길
금화부부치과의원,부산광역시,동래구,쇠미로
한국건강관리협회 건강증진치과의원,부산광역시,동래구,충렬대로
열린치과의원,부산광역시,동래구,안남로
문상영치과의원,부산광역시,동래구,충렬대로107번길
프랜드치과의원,부산광역시,동래구,충렬대로
장치과의원,부산광역시,동래구,아시아드대로
강치과의원,부산광역시,동래구,온천장로
한상욱치과의원,부산광역시,동래구,동래로136번길
차재헌치과의원,부산광역시,동래구,사직북로
신천치과의원,부산광역시,동래구,안락로
김강민치과의원,부산광역시,동래구,아시아드대로
아름다운이치과의원,부산광역시,동래구,중앙대로
최은종치과의원,부산광역시,동래구,충렬대로
효정치과의원,부산광역시,동래구,아시아드대로
명장치과의원,부산광역시,동래구,서동중심로
연치과의원,부산광역시,동래구,명륜동
더위드치과의원,부산광역시,동래구,온천동
오즈어린이치과의원,부산광역시,동래구,충렬대로137번길
동래유어스치과의원,부산광역시,동래구,충렬대로
대명치과의원,부산광역시,동래구,안락동
장동수치과의원,부산광역시,동래구,충렬대로238번길
권순고치과의원,부산광역시,동래구,안락로
황영환치과의원,부산광역시,동래구,충렬대로
김관세치과의원,부산광역시,동래구,온천1동
오복치과의원,부산광역시,동래구,여고북로
행복한치과의원,부산광역시,동래구,삼어로
더꼼꼼한치과의원,부산광역시,동래구,안락동
이치과의원,부산광역시,동래구,안락로
사직에이스치과의원,부산광역시,동래구,사직동
더바른구강내과치과의원,부산광역시,동래구,명륜동
동래손치과의원,부산광역시,동래구,명륜동
닥터조이치과의원,부산광역시,동래구,명륜동
e-플랜트치과의원,부산광역시,동래구,중앙대로
고운미소치과의원,부산광역시,동래구,사직로
엘에이USC치과의원,부산광역시,동래구,사직로70번길
시그너스이치과의원,부산광역시,동래구,동래로
김봉호치과의원,부산광역시,동래구,충렬대로237번길
김정수치과의원,부산광역시,동래구,사직북로
박춘배치과의원,부산광역시,동래구,복천동
미남치과의원,부산광역시,동래구,온천동
정현부부치과의원,부산광역시,동래구,안락로
그리운치과의원,부산광역시,동래구,아시아드대로
이튼플러스치과의원,부산광역시,동래구,아시아드대로
영동치과의원,부산광역시,동래구,온천동
부산굿모닝치과의원,부산광역시,동래구,온천동
온천부부치과의원,부산광역시,동래구,금강공원로
이종훈치과의원,부산광역시,동래구,충렬대로
김휘철치과의원,부산광역시,동래구,금강공원로
굿플러스치과의원,부산광역시,동래구,사직북로
동래아트치과의원,부산광역시,동래구,충렬대로
비에스치과교정과치과의원,부산광역시,동래구,온천동
좋은하루치과의원,부산광역시,동래구,명륜동
이용희치과의원,부산광역시,동래구,안락로
동래현대치과의원,부산광역시,동래구,온천장로
문성훈치과의원,부산광역시,동래구,사직북로
창덕치과의원,부산광역시,동래구,사직북로
예원치과의원,부산광역시,동래구,사직동
사직치과의원,부산광역시,동래구,사직북로
월드치과의원,부산광역시,동래구,충렬대로
우치과의원,부산광역시,동래구,금강공원로
신서경치과의원,부산광역시,동래구,여고로
퍼스트치과의원,부산광역시,동래구,충렬대로
뉴욕100세치과의원,부산광역시,동래구,충렬대로
이좋은치과의원,부산광역시,동래구,명륜동
참편한치과의원,부산광역시,동래구,연안로
이정연치과의원,부산광역시,동래구,반송로273번길
복있는치과의원,부산광역시,동래구,중앙대로1381번길
이튼치과의원,부산광역시,동래구,연안로
금정치과의원,부산광역시,동래구,여고북로
미플란트치과의원,부산광역시,동래구,충렬대로
예미안치과의원,부산광역시,동래구,명륜동
박이훈치과의원,부산광역시,동래구,사직북로
고은치과의원,부산광역시,동래구,아시아드대로
라임부부치과의원,부산광역시,동래구,온천동
위드스마일치과의원,부산광역시,동래구,충렬대로
김형숙치과의원,부산광역시,동래구,안남로
예본치과의원,부산광역시,동래구,충렬대로
사직뉴욕치과의원,부산광역시,동래구,사직북로
우리미치과의원,부산광역시,동래구,충렬대로
으뜸치과의원,부산광역시,동래구,온천동
수안치과의원,부산광역시,동래구,명륜로
프라임치과의원,부산광역시,동래구,충렬대로
연우치과의원,부산광역시,동래구,명륜로
동래어린이치과의원,부산광역시,동래구,온천동
우리들치과의원,부산광역시,동래구,반송로
우리서울치과의원,부산광역시,동래구,미남로
미소를만드는치과교정과치과의원,부산광역시,동래구,충렬대로
뷰티플란트치과의원,부산광역시,동래구,사직동
육육치과의원,부산광역시,동래구,온천동
화이트치과의원,부산광역시,동래구,충렬대로
소중한이치과의원,부산광역시,동래구,안락동
연세바른치과의원,부산광역시,동래구,온천동
플란트치과의원,부산광역시,동래구,온천동
K&K서울치과의원,부산광역시,동래구,명안로85번길
연세치과의원,부산광역시,동래구,충렬대로428번길
동래주니어치과의원,부산광역시,동래구,안락동
이보람치과교정과치과의원,부산광역시,동래구,사직동
예바치과교정과의원,부산광역시,동래구,온천동
이승희디지털치과의원,부산광역시,동래구,온천동
유디동래치과의원,부산광역시,동래구,충렬대로
아시아드치과의원,부산광역시,동래구,아시아드대로134번길
서울온뉴치과의원,부산광역시,동래구,온천동
미남미소치과의원,부산광역시,동래구,온천동
청운치과의원,부산광역시,동래구,온천동
동래도담소아치과의원,부산광역시,동래구,온천동
방경환동행치과의원,부산광역시,동래구,명륜동
참치과의원,부산광역시,동래구,충렬대로237번길
사직어린이치과의원,부산광역시,동래구,사직동
김근준치과의원,부산광역시,동래구,아시아드대로
동래보스톤치과의원,부산광역시,동래구,충렬대로
다다치과의원,부산광역시,동래구,온천동
동래리더스치과의원,부산광역시,동래구,온천동
진심을 담은 치과교정과 치과의원,부산광역시,동래구,온천동
허성렬치과의원,부산광역시,동래구,명륜동
사직부부치과의원,부산광역시,동래구,사직동
이센스치과의원,부산광역시,동래구,수안동
사람인치과의원,부산광역시,동래구,아시아드대로
이정광치과의원,부산광역시,동래구,온천동
심플치과의원,부산광역시,남구,수영로
